reduced/s1/4.pgm, 1,
reduced/s2/4.pgm, 2,
reduced/s3/4.pgm, 3,
reduced/s4/4.pgm, 4,
reduced/s5/4.pgm, 5,
reduced/s6/4.pgm, 6,
reduced/s7/4.pgm, 7,
reduced/s8/4.pgm, 8,
reduced/s9/4.pgm, 9,
reduced/s10/4.pgm, 10,
reduced/s11/4.pgm, 11,
reduced/s12/4.pgm, 12,
reduced/s13/4.pgm, 13,
reduced/s14/4.pgm, 14,
reduced/s15/4.pgm, 15,
reduced/s16/4.pgm, 16,
reduced/s17/4.pgm, 17,
reduced/s18/4.pgm, 18,
reduced/s19/4.pgm, 19,
reduced/s20/4.pgm, 20,
reduced/s21/4.pgm, 21,
reduced/s22/4.pgm, 22,
reduced/s23/4.pgm, 23,
reduced/s24/4.pgm, 24,
reduced/s25/4.pgm, 25,
reduced/s26/4.pgm, 26,
reduced/s27/4.pgm, 27,
reduced/s28/4.pgm, 28,
reduced/s29/4.pgm, 29,
reduced/s30/4.pgm, 30,
reduced/s31/4.pgm, 31,
reduced/s32/4.pgm, 32,
reduced/s33/4.pgm, 33,
reduced/s34/4.pgm, 34,
reduced/s35/4.pgm, 35,
reduced/s36/4.pgm, 36,
reduced/s37/4.pgm, 37,
reduced/s38/4.pgm, 38,
reduced/s39/4.pgm, 39,
reduced/s40/4.pgm, 40,

