reduced/s1/1.pgm, 1,
reduced/s2/1.pgm, 2,
reduced/s3/1.pgm, 3,
reduced/s4/1.pgm, 4,
reduced/s5/1.pgm, 5,
reduced/s6/1.pgm, 6,
reduced/s7/1.pgm, 7,
reduced/s8/1.pgm, 8,
reduced/s9/1.pgm, 9,
reduced/s10/1.pgm, 10,
reduced/s11/1.pgm, 11,
reduced/s12/1.pgm, 12,
reduced/s13/1.pgm, 13,
reduced/s14/1.pgm, 14,
reduced/s15/1.pgm, 15,
reduced/s16/1.pgm, 16,
reduced/s17/1.pgm, 17,
reduced/s18/1.pgm, 18,
reduced/s19/1.pgm, 19,
reduced/s20/1.pgm, 20,
reduced/s21/1.pgm, 21,
reduced/s22/1.pgm, 22,
reduced/s23/1.pgm, 23,
reduced/s24/1.pgm, 24,
reduced/s25/1.pgm, 25,
reduced/s26/1.pgm, 26,
reduced/s27/1.pgm, 27,
reduced/s28/1.pgm, 28,
reduced/s29/1.pgm, 29,
reduced/s30/1.pgm, 30,
reduced/s31/1.pgm, 31,
reduced/s32/1.pgm, 32,
reduced/s33/1.pgm, 33,
reduced/s34/1.pgm, 34,
reduced/s35/1.pgm, 35,
reduced/s36/1.pgm, 36,
reduced/s37/1.pgm, 37,
reduced/s38/1.pgm, 38,
reduced/s39/1.pgm, 39,
reduced/s40/1.pgm, 40,

