reduced/s1/2.pgm, 1,
reduced/s2/2.pgm, 2,
reduced/s3/2.pgm, 3,
reduced/s4/2.pgm, 4,
reduced/s5/2.pgm, 5,
reduced/s6/2.pgm, 6,
reduced/s7/2.pgm, 7,
reduced/s8/2.pgm, 8,
reduced/s9/2.pgm, 9,
reduced/s10/2.pgm, 10,
reduced/s11/2.pgm, 11,
reduced/s12/2.pgm, 12,
reduced/s13/2.pgm, 13,
reduced/s14/2.pgm, 14,
reduced/s15/2.pgm, 15,
reduced/s16/2.pgm, 16,
reduced/s17/2.pgm, 17,
reduced/s18/2.pgm, 18,
reduced/s19/2.pgm, 19,
reduced/s20/2.pgm, 20,
reduced/s21/2.pgm, 21,
reduced/s22/2.pgm, 22,
reduced/s23/2.pgm, 23,
reduced/s24/2.pgm, 24,
reduced/s25/2.pgm, 25,
reduced/s26/2.pgm, 26,
reduced/s27/2.pgm, 27,
reduced/s28/2.pgm, 28,
reduced/s29/2.pgm, 29,
reduced/s30/2.pgm, 30,
reduced/s31/2.pgm, 31,
reduced/s32/2.pgm, 32,
reduced/s33/2.pgm, 33,
reduced/s34/2.pgm, 34,
reduced/s35/2.pgm, 35,
reduced/s36/2.pgm, 36,
reduced/s37/2.pgm, 37,
reduced/s38/2.pgm, 38,
reduced/s39/2.pgm, 39,
reduced/s40/2.pgm, 40,

