reduced/s1/8.pgm, 1,
reduced/s2/8.pgm, 2,
reduced/s3/8.pgm, 3,
reduced/s4/8.pgm, 4,
reduced/s5/8.pgm, 5,
reduced/s6/8.pgm, 6,
reduced/s7/8.pgm, 7,
reduced/s8/8.pgm, 8,
reduced/s9/8.pgm, 9,
reduced/s10/8.pgm, 10,
reduced/s11/8.pgm, 11,
reduced/s12/8.pgm, 12,
reduced/s13/8.pgm, 13,
reduced/s14/8.pgm, 14,
reduced/s15/8.pgm, 15,
reduced/s16/8.pgm, 16,
reduced/s17/8.pgm, 17,
reduced/s18/8.pgm, 18,
reduced/s19/8.pgm, 19,
reduced/s20/8.pgm, 20,
reduced/s21/8.pgm, 21,
reduced/s22/8.pgm, 22,
reduced/s23/8.pgm, 23,
reduced/s24/8.pgm, 24,
reduced/s25/8.pgm, 25,
reduced/s26/8.pgm, 26,
reduced/s27/8.pgm, 27,
reduced/s28/8.pgm, 28,
reduced/s29/8.pgm, 29,
reduced/s30/8.pgm, 30,
reduced/s31/8.pgm, 31,
reduced/s32/8.pgm, 32,
reduced/s33/8.pgm, 33,
reduced/s34/8.pgm, 34,
reduced/s35/8.pgm, 35,
reduced/s36/8.pgm, 36,
reduced/s37/8.pgm, 37,
reduced/s38/8.pgm, 38,
reduced/s39/8.pgm, 39,
reduced/s40/8.pgm, 40,

