reduced/s1/10.pgm, 1,
reduced/s2/10.pgm, 2,
reduced/s3/10.pgm, 3,
reduced/s4/10.pgm, 4,
reduced/s5/10.pgm, 5,
reduced/s6/10.pgm, 6,
reduced/s7/10.pgm, 7,
reduced/s8/10.pgm, 8,
reduced/s9/10.pgm, 9,
reduced/s10/10.pgm, 10,
reduced/s11/10.pgm, 11,
reduced/s12/10.pgm, 12,
reduced/s13/10.pgm, 13,
reduced/s14/10.pgm, 14,
reduced/s15/10.pgm, 15,
reduced/s16/10.pgm, 16,
reduced/s17/10.pgm, 17,
reduced/s18/10.pgm, 18,
reduced/s19/10.pgm, 19,
reduced/s20/10.pgm, 20,
reduced/s21/10.pgm, 21,
reduced/s22/10.pgm, 22,
reduced/s23/10.pgm, 23,
reduced/s24/10.pgm, 24,
reduced/s25/10.pgm, 25,
reduced/s26/10.pgm, 26,
reduced/s27/10.pgm, 27,
reduced/s28/10.pgm, 28,
reduced/s29/10.pgm, 29,
reduced/s30/10.pgm, 30,
reduced/s31/10.pgm, 31,
reduced/s32/10.pgm, 32,
reduced/s33/10.pgm, 33,
reduced/s34/10.pgm, 34,
reduced/s35/10.pgm, 35,
reduced/s36/10.pgm, 36,
reduced/s37/10.pgm, 37,
reduced/s38/10.pgm, 38,
reduced/s39/10.pgm, 39,
reduced/s40/10.pgm, 40,

