reduced/s1/6.pgm, 1,
reduced/s2/6.pgm, 2,
reduced/s3/6.pgm, 3,
reduced/s4/6.pgm, 4,
reduced/s5/6.pgm, 5,
reduced/s6/6.pgm, 6,
reduced/s7/6.pgm, 7,
reduced/s8/6.pgm, 8,
reduced/s9/6.pgm, 9,
reduced/s10/6.pgm, 10,
reduced/s11/6.pgm, 11,
reduced/s12/6.pgm, 12,
reduced/s13/6.pgm, 13,
reduced/s14/6.pgm, 14,
reduced/s15/6.pgm, 15,
reduced/s16/6.pgm, 16,
reduced/s17/6.pgm, 17,
reduced/s18/6.pgm, 18,
reduced/s19/6.pgm, 19,
reduced/s20/6.pgm, 20,
reduced/s21/6.pgm, 21,
reduced/s22/6.pgm, 22,
reduced/s23/6.pgm, 23,
reduced/s24/6.pgm, 24,
reduced/s25/6.pgm, 25,
reduced/s26/6.pgm, 26,
reduced/s27/6.pgm, 27,
reduced/s28/6.pgm, 28,
reduced/s29/6.pgm, 29,
reduced/s30/6.pgm, 30,
reduced/s31/6.pgm, 31,
reduced/s32/6.pgm, 32,
reduced/s33/6.pgm, 33,
reduced/s34/6.pgm, 34,
reduced/s35/6.pgm, 35,
reduced/s36/6.pgm, 36,
reduced/s37/6.pgm, 37,
reduced/s38/6.pgm, 38,
reduced/s39/6.pgm, 39,
reduced/s40/6.pgm, 40,

