reduced/s1/9.pgm, 1,
reduced/s2/9.pgm, 2,
reduced/s3/9.pgm, 3,
reduced/s4/9.pgm, 4,
reduced/s5/9.pgm, 5,
reduced/s6/9.pgm, 6,
reduced/s7/9.pgm, 7,
reduced/s8/9.pgm, 8,
reduced/s9/9.pgm, 9,
reduced/s10/9.pgm, 38,
reduced/s11/9.pgm, 11,
reduced/s12/9.pgm, 12,
reduced/s13/9.pgm, 13,
reduced/s14/9.pgm, 14,
reduced/s15/9.pgm, 5,
reduced/s16/9.pgm, 16,
reduced/s17/9.pgm, 17,
reduced/s18/9.pgm, 18,
reduced/s19/9.pgm, 2,
reduced/s20/9.pgm, 20,
reduced/s21/9.pgm, 21,
reduced/s22/9.pgm, 22,
reduced/s23/9.pgm, 38,
reduced/s24/9.pgm, 24,
reduced/s25/9.pgm, 25,
reduced/s26/9.pgm, 26,
reduced/s27/9.pgm, 27,
reduced/s28/9.pgm, 2,
reduced/s29/9.pgm, 29,
reduced/s30/9.pgm, 21,
reduced/s31/9.pgm, 21,
reduced/s32/9.pgm, 2,
reduced/s33/9.pgm, 21,
reduced/s34/9.pgm, 22,
reduced/s35/9.pgm, 13,
reduced/s36/9.pgm, 7,
reduced/s37/9.pgm, 13,
reduced/s38/9.pgm, 38,
reduced/s39/9.pgm, 39,
reduced/s40/9.pgm, 5,
